id,message,dirs,pull_req_id,pull_req_title,pull_req_body,opinion,ecosystem,repo
c300df27c420c0a42245a33e455c181969aaa161,Update service worker example to 1.24.0,samples/service-worker,66.0,Bump @xmldom/xmldom from 0.7.6 to 0.7.9,"Bumps [@xmldom/xmldom](https://github.com/xmldom/xmldom) from 0.7.6 to 0.7.9.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/xmldom/xmldom/releases""><code>@​xmldom/xmldom</code>'s releases</a>.</em></p>
<blockquote>
<h2>0.7.9</h2>
<p><a href=""https://github.com/xmldom/xmldom/compare/0.7.8...0.7.9"">Commits</a></p>
<h3>Fixed</h3>
<ul>
<li>Properly check nodes before replacement <a href=""https://github-redirect.dependabot.com/xmldom/xmldom/pull/457""><code>[#457](https://github.com/xmldom/xmldom/issues/457)</code></a> / <a href=""https://github-redirect.dependabot.com/xmldom/xmldom/issues/455""><code>[#455](https://github.com/xmldom/xmldom/issues/455)</code></a> / <a href=""https://github-redirect.dependabot.com/xmldom/xmldom/issues/456""><code>[#456](https://github.com/xmldom/xmldom/issues/456)</code></a></li>
</ul>
<p>Thank you, <a href=""https://github.com/edemaine""><code>@​edemaine</code></a>, <a href=""https://github.com/pedro-l9""><code>@​pedro-l9</code></a>, for your contributions</p>
<h2>0.7.8</h2>
<p><a href=""https://github.com/xmldom/xmldom/compare/0.7.7...0.7.8"">Commits</a></p>
<h3>Fixed</h3>
<ul>
<li>fix: Restore ES5 compatibility <a href=""https://github-redirect.dependabot.com/xmldom/xmldom/pull/452""><code>[#452](https://github.com/xmldom/xmldom/issues/452)</code></a> / <a href=""https://github-redirect.dependabot.com/xmldom/xmldom/issues/453""><code>[#453](https://github.com/xmldom/xmldom/issues/453)</code></a></li>
</ul>
<p>Thank you, <a href=""https://github.com/fengxinming""><code>@​fengxinming</code></a>, for your contributions</p>
<h2>0.7.7</h2>
<p><a href=""https://github.com/xmldom/xmldom/compare/0.7.6...0.7.7"">Commits</a></p>
<h3>Fixed</h3>
<ul>
<li>Security: Prevent inserting DOM nodes when they are not well-formed <a href=""https://github.com/xmldom/xmldom/security/advisories/GHSA-crh6-fp67-6883""><code>CVE-2022-39353</code></a>
In case such a DOM would be created, the part that is not well-formed will be transformed into text nodes, in which xml specific characters like <code>&lt;</code> and <code>&gt;</code> are encoded accordingly.
In the upcoming version 0.9.0 those text nodes will no longer be added and an error will be thrown instead.
This change can break your code, if you relied on this behavior, e.g. multiple root elements in the past. We consider it more important to align with the specs that we want to be aligned with, considering the potential security issues that might derive from people not being aware of the difference in behavior.
Related Spec: <a href=""https://dom.spec.whatwg.org/#concept-node-ensure-pre-insertion-validity"">https://dom.spec.whatwg.org/#concept-node-ensure-pre-insertion-validity</a></li>
</ul>
<p>Thank you, <a href=""https://github.com/frumioj""><code>@​frumioj</code></a>, <a href=""https://github.com/cjbarth""><code>@​cjbarth</code></a>, <a href=""https://github.com/markgollnick""><code>@​markgollnick</code></a> for your contributions</p>
</blockquote>
</details>
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""https://github.com/xmldom/xmldom/blob/master/CHANGELOG.md""><code>@​xmldom/xmldom</code>'s changelog</a>.</em></p>
<blockquote>
<h2><a href=""https://github.com/xmldom/xmldom/compare/0.7.8...0.7.9"">0.7.9</a></h2>
<h3>Fixed</h3>
<ul>
<li>Properly check nodes before replacement <a href=""https://github-redirect.dependabot.com/xmldom/xmldom/pull/457""><code>[#457](https://github.com/xmldom/xmldom/issues/457)</code></a> / <a href=""https://github-redirect.dependabot.com/xmldom/xmldom/issues/455""><code>[#455](https://github.com/xmldom/xmldom/issues/455)</code></a> / <a href=""https://github-redirect.dependabot.com/xmldom/xmldom/issues/456""><code>[#456](https://github.com/xmldom/xmldom/issues/456)</code></a></li>
</ul>
<p>Thank you, <a href=""https://github.com/edemaine""><code>@​edemaine</code></a>, <a href=""https://github.com/pedro-l9""><code>@​pedro-l9</code></a>, for your contributions</p>
<h2><a href=""https://github.com/xmldom/xmldom/compare/0.9.0-beta.5...0.9.0-beta.6"">0.9.0-beta.6</a></h2>
<h3>Fixed</h3>
<ul>
<li>Properly check nodes before replacement <a href=""https://github-redirect.dependabot.com/xmldom/xmldom/pull/457""><code>[#457](https://github.com/xmldom/xmldom/issues/457)</code></a> / <a href=""https://github-redirect.dependabot.com/xmldom/xmldom/issues/455""><code>[#455](https://github.com/xmldom/xmldom/issues/455)</code></a> / <a href=""https://github-redirect.dependabot.com/xmldom/xmldom/issues/456""><code>[#456](https://github.com/xmldom/xmldom/issues/456)</code></a></li>
</ul>
<p>Thank you, <a href=""https://github.com/edemaine""><code>@​edemaine</code></a>, <a href=""https://github.com/pedro-l9""><code>@​pedro-l9</code></a>, for your contributions</p>
<h2><a href=""https://github.com/xmldom/xmldom/compare/0.9.0-beta.4...0.9.0-beta.5"">0.9.0-beta.5</a></h2>
<h3>Fixed</h3>
<ul>
<li>fix: Restore ES5 compatibility <a href=""https://github-redirect.dependabot.com/xmldom/xmldom/pull/452""><code>[#452](https://github.com/xmldom/xmldom/issues/452)</code></a> / <a href=""https://github-redirect.dependabot.com/xmldom/xmldom/issues/453""><code>[#453](https://github.com/xmldom/xmldom/issues/453)</code></a></li>
</ul>
<p>Thank you, <a href=""https://github.com/fengxinming""><code>@​fengxinming</code></a>, for your contributions</p>
<h2><a href=""https://github.com/xmldom/xmldom/compare/0.8.4...0.8.5"">0.8.5</a></h2>
<h3>Fixed</h3>
<ul>
<li>fix: Restore ES5 compatibility <a href=""https://github-redirect.dependabot.com/xmldom/xmldom/pull/452""><code>[#452](https://github.com/xmldom/xmldom/issues/452)</code></a> / <a href=""https://github-redirect.dependabot.com/xmldom/xmldom/issues/453""><code>[#453](https://github.com/xmldom/xmldom/issues/453)</code></a></li>
</ul>
<p>Thank you, <a href=""https://github.com/fengxinming""><code>@​fengxinming</code></a>, for your contributions</p>
<h2><a href=""https://github.com/xmldom/xmldom/compare/0.7.7...0.7.8"">0.7.8</a></h2>
<h3>Fixed</h3>
<ul>
<li>fix: Restore ES5 compatibility <a href=""https://github-redirect.dependabot.com/xmldom/xmldom/pull/452""><code>[#452](https://github.com/xmldom/xmldom/issues/452)</code></a> / <a href=""https://github-redirect.dependabot.com/xmldom/xmldom/issues/453""><code>[#453](https://github.com/xmldom/xmldom/issues/453)</code></a></li>
</ul>
<p>Thank you, <a href=""https://github.com/fengxinming""><code>@​fengxinming</code></a>, for your contributions</p>
<h2><a href=""https://github.com/xmldom/xmldom/compare/0.9.0-beta.3...0.9.0-beta.4"">0.9.0-beta.4</a></h2>
<h3>Fixed</h3>
<ul>
<li>Security: Prevent inserting DOM nodes when they are not well-formed <a href=""https://github.com/xmldom/xmldom/security/advisories/GHSA-crh6-fp67-6883""><code>CVE-2022-39353</code></a></li>
</ul>
<!-- raw HTML omitted -->
</blockquote>
<p>... (truncated)</p>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/xmldom/xmldom/commit/927392f627e8f9cf1ea051612c7996596a904c78""><code>927392f</code></a> 0.7.9</li>
<li><a href=""https://github.com/xmldom/xmldom/commit/99cfe62576e563234b928db9305290dfb3a96c03""><code>99cfe62</code></a> fix: Properly check nodes before replacement (<a href=""https://github-redirect.dependabot.com/xmldom/xmldom/issues/457"">#457</a>)</li>
<li><a href=""https://github.com/xmldom/xmldom/commit/a627fbcd8b75304abe9142ca963c25ca773685d7""><code>a627fbc</code></a> chore: Preconfigure &quot;patch&quot; version in release script</li>
<li><a href=""https://github.com/xmldom/xmldom/commit/0d6e3a132ec6eb32a67cfca327477a2098d4b55c""><code>0d6e3a1</code></a> 0.7.8</li>
<li><a href=""https://github.com/xmldom/xmldom/commit/74e25a6763cc6afd0100b82b137f78af649741f8""><code>74e25a6</code></a> fix: Restore ES5 compatibility (<a href=""https://github-redirect.dependabot.com/xmldom/xmldom/issues/452"">#452</a>)</li>
<li><a href=""https://github.com/xmldom/xmldom/commit/fe5b043fd07bbfed7f039b77d0b9e1a1eb832a2a""><code>fe5b043</code></a> 0.7.7</li>
<li><a href=""https://github.com/xmldom/xmldom/commit/8a3173dc3bb7edb8619e914b8a2d366cc7cc8401""><code>8a3173d</code></a> docs: Prepare CHANGELOG for 0.7.7</li>
<li><a href=""https://github.com/xmldom/xmldom/commit/c02f786216bed70825f9a351c65e61500f51e931""><code>c02f786</code></a> Merge pull request from GHSA-crh6-fp67-6883</li>
<li>See full diff in <a href=""https://github.com/xmldom/xmldom/compare/0.7.6...0.7.9"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=@xmldom/xmldom&package-manager=npm_and_yarn&previous-version=0.7.6&new-version=0.7.9)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/aws-samples/amazon-ivs-player-web-sample/network/alerts).

</details>",adaptive,aws-samples,amazon-ivis-player-web-samples
6aede54831b8027375070681feb88870da8b5981,Update SDK to 1.24.0,samples/cloud-player .,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
f2e48ab61a34163d613634c7e1106c20a06fc5fb,"Merge pull request #86 from aws-samples/task/service-worker-example

samples: add service worker example",samples . samples/service-worker,,,,additive,aws-samples,amazon-ivis-player-web-samples
3779119f546013508a17aa37cfdb77e332c39962,samples: add service worker example,samples . samples/service-worker,,,,additive,aws-samples,amazon-ivis-player-web-samples
6e3014b80425b85796f0e7076c9813fbbb6bf4fc,"Merge pull request #85 from aws-samples/release/1.23.0

chore: release 1.23.0",samples/cloud-player .,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
e0bc56d151d51d9f59ee27ad299d3e35e57dda19,"Merge pull request #82 from aws-samples/release/1.22.0

chore: release 1.22.0",samples/cloud-player .,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
1f43fe1b4d557db1b3c1094a03dd129dd99624fd,chore: release 1.22.0,samples/cloud-player .,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
a93de59ca830dcf21ee9664bb248972ad7d93d49,"Merge pull request #81 from aws-samples/release/1.21.0

chore: release 1.21.0",samples/cloud-player .,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
75a50e043cf5a80a68be70bf7b1a40f31be3a4dd,chore: release 1.21.0,samples/cloud-player .,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
7cfd6886c7bc67aa07d42aebabf5a8a89bc54c7d,Update cloud player to 1.20.0,samples/cloud-player,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
52bcd8612a81c96ebcb9b72e5b0355928b4b82f5,Update amazon-ivs-player to 1.20.0,.,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
34c7f111965835668a34e3e0a1f76f709eb9ab22,"Merge pull request #77 from aws-samples/release/1.19.0

chore:release 1.19.0",samples/cloud-player .,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
cf91df9ac1d356f28ec37d9951579432d1e8c216,chore:release 1.19.0,samples/cloud-player .,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
e31cd45c908baea8dff2df2f60225b18d924b8a2,chore:release 1.18.0,samples/cloud-player .,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
d5e2b07ba3c471bb2446b83e3e6a9fd2a8dc5f60,chore:release 1.18.0,samples/cloud-player .,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
b35f4b96d5f0bc48b32f3f5e1c450a7e0aa65fbe,Fix bad merge,samples/cloud-player .,,,,corrective,aws-samples,amazon-ivis-player-web-samples
6e1730959326303be55c3b7577fb628e2759c991,Merge branch 'master' of https://github.com/aws-samples/amazon-ivs-player-web-sample,samples/cloud-player .,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
c1591044519ec91737b9613b210bff97e3681001,Bump SDK version to 1.17.0,samples/cloud-player .,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
d109e540d51bf36c3eb7a4b3779265a42f027aed,"Merge pull request #72 from aws-samples/release/1.16.0

chore:release 1.16.0",samples/cloud-player .,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
7a16bfbdb5ff7adab653afda613841d425b07371,chore:release 1.16.0,samples/cloud-player .,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
9996d69958f66b7987046dbc23fe522fa7936d22,"Merge pull request #70 from aws-samples/dependabot/npm_and_yarn/json5-and-babel-loader-2.2.3

Bump json5 and babel-loader",.,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
7dbaa349a43fceb936fb16dc12ea480aa236c9bc,"Merge pull request #69 from aws-samples/dependabot/npm_and_yarn/express-4.18.2

Bump express from 4.17.2 to 4.18.2",.,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
31e81b3e2cb37fdf6d9ce2ea35d0d5eb2d83e367,"Bump json5 and babel-loader

Bumps [json5](https://github.com/json5/json5) to 2.2.3 and updates ancestor dependency [babel-loader](https://github.com/babel/babel-loader). These dependencies need to be updated together.


Updates `json5` from 2.2.0 to 2.2.3
- [Release notes](https://github.com/json5/json5/releases)
- [Changelog](https://github.com/json5/json5/blob/main/CHANGELOG.md)
- [Commits](https://github.com/json5/json5/compare/v2.2.0...v2.2.3)

Updates `babel-loader` from 8.2.3 to 8.3.0
- [Release notes](https://github.com/babel/babel-loader/releases)
- [Changelog](https://github.com/babel/babel-loader/blob/main/CHANGELOG.md)
- [Commits](https://github.com/babel/babel-loader/compare/v8.2.3...v8.3.0)

---
updated-dependencies:
- dependency-name: json5
  dependency-type: indirect
- dependency-name: babel-loader
  dependency-type: direct:development
...

Signed-off-by: dependabot[bot] <support@github.com>",.,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
54214f445696ff2347751963556e7f949eab1ec4,"Bump express from 4.17.2 to 4.18.2

Bumps [express](https://github.com/expressjs/express) from 4.17.2 to 4.18.2.
- [Release notes](https://github.com/expressjs/express/releases)
- [Changelog](https://github.com/expressjs/express/blob/master/History.md)
- [Commits](https://github.com/expressjs/express/compare/4.17.2...4.18.2)

---
updated-dependencies:
- dependency-name: express
  dependency-type: indirect
...

Signed-off-by: dependabot[bot] <support@github.com>",.,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
4329fe88ae5edcbdbc91521b6066e4562c544d2f,"Merge pull request #66 from aws-samples/dependabot/npm_and_yarn/xmldom/xmldom-0.7.9

Bump @xmldom/xmldom from 0.7.6 to 0.7.9",.,,,,adaptive,aws-samples,amazon-ivis-player-web-samples
